timestamp,temperature_c,wind_speed_kmh,rain_mm,spot_price_eur_mwh,timestamp_local
2025-01-01 00:00:00+00:00,-0.6,18.4,0.0,2.47,2025-01-01 01:00:00+01:00
2025-01-01 01:00:00+00:00,0.2,12.7,0.0,2.44,2025-01-01 02:00:00+01:00
2025-01-01 02:00:00+00:00,0.6,5.2,0.1,1.98,2025-01-01 03:00:00+01:00
2025-01-01 03:00:00+00:00,1.2,6.5,0.1,1.79,2025-01-01 04:00:00+01:00
2025-01-01 04:00:00+00:00,1.5,7.6,0.1,2.71,2025-01-01 05:00:00+01:00
2025-01-01 05:00:00+00:00,1.0,6.3,0.1,1.78,2025-01-01 06:00:00+01:00
2025-01-01 06:00:00+00:00,0.7,6.5,0.2,2.03,2025-01-01 07:00:00+01:00
2025-01-01 07:00:00+00:00,0.2,8.6,0.0,2.92,2025-01-01 08:00:00+01:00
2025-01-01 08:00:00+00:00,-0.1,9.0,0.0,3.27,2025-01-01 09:00:00+01:00
2025-01-01 09:00:00+00:00,-0.3,9.1,0.0,4.29,2025-01-01 10:00:00+01:00
2025-01-01 10:00:00+00:00,-0.4,9.8,0.0,4.43,2025-01-01 11:00:00+01:00
2025-01-01 11:00:00+00:00,-0.3,10.6,0.0,4.44,2025-01-01 12:00:00+01:00
2025-01-01 12:00:00+00:00,-0.5,11.5,0.1,4.5,2025-01-01 13:00:00+01:00
2025-01-01 13:00:00+00:00,-1.0,11.0,0.0,5.99,2025-01-01 14:00:00+01:00
2025-01-01 14:00:00+00:00,-1.2,11.2,0.0,12.26,2025-01-01 15:00:00+01:00
2025-01-01 15:00:00+00:00,-1.1,11.6,0.0,18.84,2025-01-01 16:00:00+01:00
2025-01-01 16:00:00+00:00,-1.2,13.7,0.0,20.69,2025-01-01 17:00:00+01:00
2025-01-01 17:00:00+00:00,-1.7,15.8,0.0,16.31,2025-01-01 18:00:00+01:00
2025-01-01 18:00:00+00:00,-2.1,16.1,0.0,10.0,2025-01-01 19:00:00+01:00
2025-01-01 19:00:00+00:00,-2.4,14.6,0.0,8.07,2025-01-01 20:00:00+01:00
2025-01-01 20:00:00+00:00,-2.6,15.7,0.0,6.88,2025-01-01 21:00:00+01:00
2025-01-01 21:00:00+00:00,-3.2,15.3,0.0,9.64,2025-01-01 22:00:00+01:00
2025-01-01 22:00:00+00:00,-3.9,17.0,0.0,7.04,2025-01-01 23:00:00+01:00
2025-01-01 23:00:00+00:00,-5.0,14.7,0.0,3.4,2025-01-02 00:00:00+01:00
2025-01-02 00:00:00+00:00,-5.6,13.8,0.0,3.25,2025-01-02 01:00:00+01:00
2025-01-02 01:00:00+00:00,-6.1,12.7,0.0,4.0,2025-01-02 02:00:00+01:00
2025-01-02 02:00:00+00:00,-6.7,10.9,0.0,6.69,2025-01-02 03:00:00+01:00
2025-01-02 03:00:00+00:00,-6.9,11.4,0.0,10.71,2025-01-02 04:00:00+01:00
2025-01-02 04:00:00+00:00,-6.8,12.4,0.0,17.77,2025-01-02 05:00:00+01:00
2025-01-02 05:00:00+00:00,-6.4,13.9,0.0,40.18,2025-01-02 06:00:00+01:00
2025-01-02 06:00:00+00:00,-6.3,12.2,0.0,93.98,2025-01-02 07:00:00+01:00
2025-01-02 07:00:00+00:00,-6.6,10.6,0.0,118.65,2025-01-02 08:00:00+01:00
2025-01-02 08:00:00+00:00,-6.8,9.2,0.0,124.76,2025-01-02 09:00:00+01:00
2025-01-02 09:00:00+00:00,-6.3,9.7,0.0,123.35,2025-01-02 10:00:00+01:00
2025-01-02 10:00:00+00:00,-5.6,14.0,0.0,110.5,2025-01-02 11:00:00+01:00
2025-01-02 11:00:00+00:00,-5.5,13.2,0.0,100.84,2025-01-02 12:00:00+01:00
2025-01-02 12:00:00+00:00,-5.5,14.0,0.0,106.1,2025-01-02 13:00:00+01:00
2025-01-02 13:00:00+00:00,-5.5,17.8,0.0,112.56,2025-01-02 14:00:00+01:00
2025-01-02 14:00:00+00:00,-5.4,17.7,0.0,127.82,2025-01-02 15:00:00+01:00
2025-01-02 15:00:00+00:00,-5.5,16.0,0.0,135.32,2025-01-02 16:00:00+01:00
2025-01-02 16:00:00+00:00,-5.7,15.0,0.0,150.01,2025-01-02 17:00:00+01:00
2025-01-02 17:00:00+00:00,-6.0,14.7,0.0,147.02,2025-01-02 18:00:00+01:00
2025-01-02 18:00:00+00:00,-6.3,13.3,0.0,108.33,2025-01-02 19:00:00+01:00
2025-01-02 19:00:00+00:00,-6.7,11.4,0.0,103.54,2025-01-02 20:00:00+01:00
2025-01-02 20:00:00+00:00,-6.9,11.4,0.0,76.35,2025-01-02 21:00:00+01:00
2025-01-02 21:00:00+00:00,-7.1,10.9,0.0,61.86,2025-01-02 22:00:00+01:00
2025-01-02 22:00:00+00:00,-7.2,10.7,0.0,49.16,2025-01-02 23:00:00+01:00
2025-01-02 23:00:00+00:00,-7.3,9.6,0.0,43.01,2025-01-03 00:00:00+01:00
2025-01-03 00:00:00+00:00,-7.3,9.4,0.0,38.15,2025-01-03 01:00:00+01:00
2025-01-03 01:00:00+00:00,-6.3,9.6,0.0,35.22,2025-01-03 02:00:00+01:00
2025-01-03 02:00:00+00:00,-6.3,10.7,0.0,33.43,2025-01-03 03:00:00+01:00
2025-01-03 03:00:00+00:00,-6.8,13.2,0.0,29.73,2025-01-03 04:00:00+01:00
2025-01-03 04:00:00+00:00,-7.4,14.9,0.0,30.58,2025-01-03 05:00:00+01:00
2025-01-03 05:00:00+00:00,-7.5,13.5,0.0,38.36,2025-01-03 06:00:00+01:00
2025-01-03 06:00:00+00:00,-7.6,10.7,0.0,52.32,2025-01-03 07:00:00+01:00
2025-01-03 07:00:00+00:00,-8.2,7.4,0.0,80.9,2025-01-03 08:00:00+01:00
2025-01-03 08:00:00+00:00,-10.5,3.8,0.0,80.17,2025-01-03 09:00:00+01:00
2025-01-03 09:00:00+00:00,-10.6,5.2,0.0,76.13,2025-01-03 10:00:00+01:00
2025-01-03 10:00:00+00:00,-9.9,5.1,0.0,68.57,2025-01-03 11:00:00+01:00
2025-01-03 11:00:00+00:00,-10.1,4.5,0.0,55.04,2025-01-03 12:00:00+01:00
2025-01-03 12:00:00+00:00,-9.5,1.9,0.0,53.49,2025-01-03 13:00:00+01:00
2025-01-03 13:00:00+00:00,-9.5,10.6,0.0,53.96,2025-01-03 14:00:00+01:00
2025-01-03 14:00:00+00:00,-11.0,11.8,0.0,73.75,2025-01-03 15:00:00+01:00
2025-01-03 15:00:00+00:00,-11.4,12.0,0.0,100.74,2025-01-03 16:00:00+01:00
2025-01-03 16:00:00+00:00,-10.8,14.9,0.0,106.39,2025-01-03 17:00:00+01:00
2025-01-03 17:00:00+00:00,-10.9,17.0,0.0,109.22,2025-01-03 18:00:00+01:00
2025-01-03 18:00:00+00:00,-10.8,15.7,0.0,101.27,2025-01-03 19:00:00+01:00
2025-01-03 19:00:00+00:00,-10.8,15.7,0.0,84.49,2025-01-03 20:00:00+01:00
2025-01-03 20:00:00+00:00,-10.4,13.8,0.0,81.62,2025-01-03 21:00:00+01:00
2025-01-03 21:00:00+00:00,-10.5,13.6,0.0,68.11,2025-01-03 22:00:00+01:00
2025-01-03 22:00:00+00:00,-10.3,14.6,0.0,68.6,2025-01-03 23:00:00+01:00
2025-01-03 23:00:00+00:00,-10.3,14.8,0.0,51.1,2025-01-04 00:00:00+01:00
2025-01-04 00:00:00+00:00,-9.5,11.8,0.0,47.81,2025-01-04 01:00:00+01:00
2025-01-04 01:00:00+00:00,-9.7,12.6,0.0,44.15,2025-01-04 02:00:00+01:00
2025-01-04 02:00:00+00:00,-9.3,18.2,0.0,44.17,2025-01-04 03:00:00+01:00
2025-01-04 03:00:00+00:00,-8.9,20.1,0.0,42.97,2025-01-04 04:00:00+01:00
2025-01-04 04:00:00+00:00,-8.6,23.0,0.0,43.26,2025-01-04 05:00:00+01:00
2025-01-04 05:00:00+00:00,-8.9,23.8,0.0,58.13,2025-01-04 06:00:00+01:00
2025-01-04 06:00:00+00:00,-9.2,23.2,0.0,84.24,2025-01-04 07:00:00+01:00
2025-01-04 07:00:00+00:00,-8.9,22.2,0.0,100.2,2025-01-04 08:00:00+01:00
2025-01-04 08:00:00+00:00,-8.7,20.5,0.0,105.85,2025-01-04 09:00:00+01:00
2025-01-04 09:00:00+00:00,-8.4,20.3,0.0,106.43,2025-01-04 10:00:00+01:00
2025-01-04 10:00:00+00:00,-7.9,20.2,0.0,105.57,2025-01-04 11:00:00+01:00
2025-01-04 11:00:00+00:00,-7.0,19.3,0.0,103.39,2025-01-04 12:00:00+01:00
2025-01-04 12:00:00+00:00,-6.2,18.2,0.0,78.06,2025-01-04 13:00:00+01:00
2025-01-04 13:00:00+00:00,-7.1,16.7,0.0,112.13,2025-01-04 14:00:00+01:00
2025-01-04 14:00:00+00:00,-7.3,16.5,0.0,136.54,2025-01-04 15:00:00+01:00
2025-01-04 15:00:00+00:00,-7.6,16.8,0.0,144.86,2025-01-04 16:00:00+01:00
2025-01-04 16:00:00+00:00,-7.8,16.7,0.0,149.02,2025-01-04 17:00:00+01:00
2025-01-04 17:00:00+00:00,-8.0,15.7,0.0,142.99,2025-01-04 18:00:00+01:00
2025-01-04 18:00:00+00:00,-8.4,15.1,0.0,136.1,2025-01-04 19:00:00+01:00
2025-01-04 19:00:00+00:00,-8.8,13.9,0.0,119.98,2025-01-04 20:00:00+01:00
2025-01-04 20:00:00+00:00,-9.3,13.4,0.0,116.49,2025-01-04 21:00:00+01:00
2025-01-04 21:00:00+00:00,-9.7,13.8,0.0,75.03,2025-01-04 22:00:00+01:00
2025-01-04 22:00:00+00:00,-9.9,14.1,0.0,62.59,2025-01-04 23:00:00+01:00
2025-01-04 23:00:00+00:00,-10.1,13.9,0.0,55.25,2025-01-05 00:00:00+01:00
2025-01-05 00:00:00+00:00,-10.1,13.7,0.0,55.99,2025-01-05 01:00:00+01:00
2025-01-05 01:00:00+00:00,-10.8,13.5,0.0,56.97,2025-01-05 02:00:00+01:00
2025-01-05 02:00:00+00:00,-11.2,12.8,0.0,58.94,2025-01-05 03:00:00+01:00
2025-01-05 03:00:00+00:00,-11.6,12.8,0.0,67.77,2025-01-05 04:00:00+01:00
2025-01-05 04:00:00+00:00,-12.1,11.9,0.0,69.12,2025-01-05 05:00:00+01:00
2025-01-05 05:00:00+00:00,-12.4,11.7,0.0,82.95,2025-01-05 06:00:00+01:00
2025-01-05 06:00:00+00:00,-12.6,11.9,0.0,83.25,2025-01-05 07:00:00+01:00
2025-01-05 07:00:00+00:00,-12.7,11.7,0.0,86.89,2025-01-05 08:00:00+01:00
2025-01-05 08:00:00+00:00,-12.9,11.2,0.0,91.06,2025-01-05 09:00:00+01:00
2025-01-05 09:00:00+00:00,-12.6,10.2,0.0,85.67,2025-01-05 10:00:00+01:00
2025-01-05 10:00:00+00:00,-12.2,9.5,0.0,91.94,2025-01-05 11:00:00+01:00
2025-01-05 11:00:00+00:00,-11.9,8.8,0.0,84.46,2025-01-05 12:00:00+01:00
2025-01-05 12:00:00+00:00,-11.7,7.7,0.0,79.93,2025-01-05 13:00:00+01:00
2025-01-05 13:00:00+00:00,-10.4,8.7,0.0,69.27,2025-01-05 14:00:00+01:00
2025-01-05 14:00:00+00:00,-11.0,8.6,0.0,52.64,2025-01-05 15:00:00+01:00
2025-01-05 15:00:00+00:00,-11.3,8.6,0.0,51.61,2025-01-05 16:00:00+01:00
2025-01-05 16:00:00+00:00,-11.7,7.5,0.0,67.31,2025-01-05 17:00:00+01:00
2025-01-05 17:00:00+00:00,-12.9,6.4,0.0,64.72,2025-01-05 18:00:00+01:00
2025-01-05 18:00:00+00:00,-13.8,5.7,0.0,51.93,2025-01-05 19:00:00+01:00
2025-01-05 19:00:00+00:00,-14.1,5.6,0.0,37.01,2025-01-05 20:00:00+01:00
2025-01-05 20:00:00+00:00,-14.3,5.5,0.0,37.21,2025-01-05 21:00:00+01:00
2025-01-05 21:00:00+00:00,-13.9,3.1,0.0,34.86,2025-01-05 22:00:00+01:00
2025-01-05 22:00:00+00:00,-13.5,2.4,0.0,27.76,2025-01-05 23:00:00+01:00
2025-01-05 23:00:00+00:00,-13.0,4.5,0.0,27.05,2025-01-06 00:00:00+01:00
2025-01-06 00:00:00+00:00,-11.8,3.8,0.0,23.35,2025-01-06 01:00:00+01:00
2025-01-06 01:00:00+00:00,-10.9,2.7,0.0,19.45,2025-01-06 02:00:00+01:00
2025-01-06 02:00:00+00:00,-10.9,4.4,0.0,16.74,2025-01-06 03:00:00+01:00
2025-01-06 03:00:00+00:00,-10.2,6.3,0.0,15.57,2025-01-06 04:00:00+01:00
2025-01-06 04:00:00+00:00,-8.1,7.8,0.0,14.99,2025-01-06 05:00:00+01:00
2025-01-06 05:00:00+00:00,-7.5,6.6,0.0,24.55,2025-01-06 06:00:00+01:00
2025-01-06 06:00:00+00:00,-5.9,8.8,0.0,30.0,2025-01-06 07:00:00+01:00
2025-01-06 07:00:00+00:00,-4.4,9.4,0.0,37.66,2025-01-06 08:00:00+01:00
2025-01-06 08:00:00+00:00,-2.4,12.2,0.0,35.17,2025-01-06 09:00:00+01:00
2025-01-06 09:00:00+00:00,-0.7,13.1,0.0,34.24,2025-01-06 10:00:00+01:00
2025-01-06 10:00:00+00:00,0.0,15.6,0.0,32.42,2025-01-06 11:00:00+01:00
2025-01-06 11:00:00+00:00,0.6,17.1,0.0,30.5,2025-01-06 12:00:00+01:00
2025-01-06 12:00:00+00:00,0.8,16.4,0.0,28.12,2025-01-06 13:00:00+01:00
2025-01-06 13:00:00+00:00,0.3,18.0,0.0,24.73,2025-01-06 14:00:00+01:00
2025-01-06 14:00:00+00:00,0.1,16.8,0.0,25.49,2025-01-06 15:00:00+01:00
2025-01-06 15:00:00+00:00,0.1,19.3,0.0,26.08,2025-01-06 16:00:00+01:00
2025-01-06 16:00:00+00:00,0.1,20.6,0.0,31.09,2025-01-06 17:00:00+01:00
2025-01-06 17:00:00+00:00,0.2,24.1,0.0,31.05,2025-01-06 18:00:00+01:00
2025-01-06 18:00:00+00:00,0.4,25.0,0.0,27.04,2025-01-06 19:00:00+01:00
2025-01-06 19:00:00+00:00,0.5,26.8,0.0,21.83,2025-01-06 20:00:00+01:00
2025-01-06 20:00:00+00:00,0.6,24.6,0.1,12.82,2025-01-06 21:00:00+01:00
2025-01-06 21:00:00+00:00,0.4,24.1,0.0,14.42,2025-01-06 22:00:00+01:00
2025-01-06 22:00:00+00:00,0.4,24.8,0.0,8.11,2025-01-06 23:00:00+01:00
2025-01-06 23:00:00+00:00,0.4,24.5,0.0,10.0,2025-01-07 00:00:00+01:00
2025-01-07 00:00:00+00:00,0.6,23.6,0.0,6.96,2025-01-07 01:00:00+01:00
2025-01-07 01:00:00+00:00,0.4,24.0,0.0,5.42,2025-01-07 02:00:00+01:00
2025-01-07 02:00:00+00:00,0.7,22.6,0.0,4.35,2025-01-07 03:00:00+01:00
2025-01-07 03:00:00+00:00,0.8,19.7,0.1,5.08,2025-01-07 04:00:00+01:00
2025-01-07 04:00:00+00:00,1.3,9.9,0.1,5.7,2025-01-07 05:00:00+01:00
2025-01-07 05:00:00+00:00,2.8,20.2,0.0,27.85,2025-01-07 06:00:00+01:00
2025-01-07 06:00:00+00:00,2.8,16.2,0.0,36.07,2025-01-07 07:00:00+01:00
2025-01-07 07:00:00+00:00,2.3,16.6,0.0,37.32,2025-01-07 08:00:00+01:00
2025-01-07 08:00:00+00:00,2.1,16.3,0.0,35.0,2025-01-07 09:00:00+01:00
2025-01-07 09:00:00+00:00,2.1,18.9,0.0,34.26,2025-01-07 10:00:00+01:00
2025-01-07 10:00:00+00:00,2.4,19.2,0.0,34.64,2025-01-07 11:00:00+01:00
2025-01-07 11:00:00+00:00,2.6,20.4,0.0,33.27,2025-01-07 12:00:00+01:00
2025-01-07 12:00:00+00:00,2.9,21.6,0.0,33.27,2025-01-07 13:00:00+01:00
2025-01-07 13:00:00+00:00,3.0,23.5,0.0,31.54,2025-01-07 14:00:00+01:00
2025-01-07 14:00:00+00:00,2.9,24.3,0.0,32.44,2025-01-07 15:00:00+01:00
2025-01-07 15:00:00+00:00,2.8,24.1,0.0,29.02,2025-01-07 16:00:00+01:00
2025-01-07 16:00:00+00:00,2.8,25.8,0.0,29.49,2025-01-07 17:00:00+01:00
2025-01-07 17:00:00+00:00,2.6,25.1,0.0,26.87,2025-01-07 18:00:00+01:00
2025-01-07 18:00:00+00:00,2.4,23.5,0.0,20.55,2025-01-07 19:00:00+01:00
2025-01-07 19:00:00+00:00,2.2,22.2,0.0,14.78,2025-01-07 20:00:00+01:00
2025-01-07 20:00:00+00:00,2.0,21.1,0.0,6.15,2025-01-07 21:00:00+01:00
2025-01-07 21:00:00+00:00,1.9,21.6,0.0,4.92,2025-01-07 22:00:00+01:00
2025-01-07 22:00:00+00:00,1.6,20.5,0.0,4.03,2025-01-07 23:00:00+01:00
2025-01-07 23:00:00+00:00,1.3,19.0,0.0,10.01,2025-01-08 00:00:00+01:00
2025-01-08 00:00:00+00:00,0.9,17.0,0.0,10.38,2025-01-08 01:00:00+01:00
2025-01-08 01:00:00+00:00,1.8,18.6,0.0,13.98,2025-01-08 02:00:00+01:00
2025-01-08 02:00:00+00:00,1.7,19.4,0.0,13.41,2025-01-08 03:00:00+01:00
2025-01-08 03:00:00+00:00,1.5,19.6,0.0,16.02,2025-01-08 04:00:00+01:00
2025-01-08 04:00:00+00:00,1.2,18.2,0.0,18.47,2025-01-08 05:00:00+01:00
2025-01-08 05:00:00+00:00,1.0,17.5,0.0,20.63,2025-01-08 06:00:00+01:00
2025-01-08 06:00:00+00:00,0.9,18.4,0.0,41.16,2025-01-08 07:00:00+01:00
2025-01-08 07:00:00+00:00,0.9,18.6,0.0,54.95,2025-01-08 08:00:00+01:00
2025-01-08 08:00:00+00:00,1.0,18.8,0.1,63.36,2025-01-08 09:00:00+01:00
2025-01-08 09:00:00+00:00,1.4,20.6,0.1,67.58,2025-01-08 10:00:00+01:00
2025-01-08 10:00:00+00:00,1.1,18.0,0.1,71.06,2025-01-08 11:00:00+01:00
2025-01-08 11:00:00+00:00,1.2,16.6,0.0,69.97,2025-01-08 12:00:00+01:00
2025-01-08 12:00:00+00:00,1.4,16.4,0.1,75.0,2025-01-08 13:00:00+01:00
2025-01-08 13:00:00+00:00,1.4,16.4,0.2,81.88,2025-01-08 14:00:00+01:00
2025-01-08 14:00:00+00:00,0.9,15.3,0.1,106.54,2025-01-08 15:00:00+01:00
2025-01-08 15:00:00+00:00,1.2,14.6,0.1,133.99,2025-01-08 16:00:00+01:00
2025-01-08 16:00:00+00:00,0.9,11.5,0.1,149.95,2025-01-08 17:00:00+01:00
2025-01-08 17:00:00+00:00,-0.1,8.3,0.0,141.05,2025-01-08 18:00:00+01:00
2025-01-08 18:00:00+00:00,-0.7,6.9,0.0,139.72,2025-01-08 19:00:00+01:00
2025-01-08 19:00:00+00:00,0.3,9.4,0.0,106.31,2025-01-08 20:00:00+01:00
2025-01-08 20:00:00+00:00,0.1,11.1,0.0,93.57,2025-01-08 21:00:00+01:00
2025-01-08 21:00:00+00:00,-1.3,9.8,0.0,75.78,2025-01-08 22:00:00+01:00
2025-01-08 22:00:00+00:00,-2.4,8.6,0.0,49.53,2025-01-08 23:00:00+01:00
2025-01-08 23:00:00+00:00,-3.5,6.9,0.0,32.96,2025-01-09 00:00:00+01:00
2025-01-09 00:00:00+00:00,-3.7,6.1,0.0,30.85,2025-01-09 01:00:00+01:00
2025-01-09 01:00:00+00:00,-2.7,7.0,0.0,30.24,2025-01-09 02:00:00+01:00
2025-01-09 02:00:00+00:00,-3.3,3.7,0.0,30.84,2025-01-09 03:00:00+01:00
2025-01-09 03:00:00+00:00,-4.1,1.5,0.0,32.72,2025-01-09 04:00:00+01:00
2025-01-09 04:00:00+00:00,-5.3,1.4,0.0,43.35,2025-01-09 05:00:00+01:00
2025-01-09 05:00:00+00:00,-5.9,2.2,0.0,68.49,2025-01-09 06:00:00+01:00
2025-01-09 06:00:00+00:00,-6.1,4.9,0.0,148.72,2025-01-09 07:00:00+01:00
2025-01-09 07:00:00+00:00,-5.6,6.1,0.0,162.48,2025-01-09 08:00:00+01:00
2025-01-09 08:00:00+00:00,-5.8,6.2,0.0,154.56,2025-01-09 09:00:00+01:00
2025-01-09 09:00:00+00:00,-5.1,6.6,0.0,145.85,2025-01-09 10:00:00+01:00
2025-01-09 10:00:00+00:00,-5.8,4.9,0.0,142.63,2025-01-09 11:00:00+01:00
2025-01-09 11:00:00+00:00,-5.7,4.0,0.0,130.27,2025-01-09 12:00:00+01:00
2025-01-09 12:00:00+00:00,-6.1,1.4,0.0,123.19,2025-01-09 13:00:00+01:00
2025-01-09 13:00:00+00:00,-2.7,0.8,0.0,126.05,2025-01-09 14:00:00+01:00
2025-01-09 14:00:00+00:00,-4.1,1.4,0.0,131.55,2025-01-09 15:00:00+01:00
2025-01-09 15:00:00+00:00,-4.7,3.8,0.0,133.04,2025-01-09 16:00:00+01:00
2025-01-09 16:00:00+00:00,-4.7,3.9,0.0,135.67,2025-01-09 17:00:00+01:00
2025-01-09 17:00:00+00:00,-4.9,5.8,0.0,139.29,2025-01-09 18:00:00+01:00
2025-01-09 18:00:00+00:00,-5.0,5.9,0.0,127.59,2025-01-09 19:00:00+01:00
2025-01-09 19:00:00+00:00,-5.7,5.2,0.0,119.99,2025-01-09 20:00:00+01:00
2025-01-09 20:00:00+00:00,-5.9,4.4,0.0,102.52,2025-01-09 21:00:00+01:00
2025-01-09 21:00:00+00:00,-5.8,3.5,0.0,97.85,2025-01-09 22:00:00+01:00
2025-01-09 22:00:00+00:00,-5.8,1.8,0.0,68.53,2025-01-09 23:00:00+01:00
2025-01-09 23:00:00+00:00,-5.4,3.3,0.0,67.28,2025-01-10 00:00:00+01:00
2025-01-10 00:00:00+00:00,-5.5,3.2,0.0,54.97,2025-01-10 01:00:00+01:00
2025-01-10 01:00:00+00:00,-2.1,4.7,0.0,51.7,2025-01-10 02:00:00+01:00
2025-01-10 02:00:00+00:00,-2.1,6.3,0.0,48.0,2025-01-10 03:00:00+01:00
2025-01-10 03:00:00+00:00,-2.7,7.1,0.0,49.75,2025-01-10 04:00:00+01:00
2025-01-10 04:00:00+00:00,-3.0,10.2,0.0,58.98,2025-01-10 05:00:00+01:00
2025-01-10 05:00:00+00:00,-1.9,12.3,0.0,97.12,2025-01-10 06:00:00+01:00
2025-01-10 06:00:00+00:00,-0.4,17.9,0.0,124.64,2025-01-10 07:00:00+01:00
2025-01-10 07:00:00+00:00,-0.2,19.9,0.0,140.24,2025-01-10 08:00:00+01:00
2025-01-10 08:00:00+00:00,-0.3,20.4,0.1,136.56,2025-01-10 09:00:00+01:00
2025-01-10 09:00:00+00:00,-0.8,23.7,0.0,123.9,2025-01-10 10:00:00+01:00
2025-01-10 10:00:00+00:00,-1.1,24.0,0.0,114.24,2025-01-10 11:00:00+01:00
2025-01-10 11:00:00+00:00,-0.9,23.7,0.0,108.53,2025-01-10 12:00:00+01:00
2025-01-10 12:00:00+00:00,-0.7,23.7,0.1,105.05,2025-01-10 13:00:00+01:00
2025-01-10 13:00:00+00:00,-1.2,26.2,0.0,109.46,2025-01-10 14:00:00+01:00
2025-01-10 14:00:00+00:00,-1.2,25.1,0.0,125.66,2025-01-10 15:00:00+01:00
2025-01-10 15:00:00+00:00,-1.2,26.5,0.0,130.34,2025-01-10 16:00:00+01:00
2025-01-10 16:00:00+00:00,-1.1,27.8,0.0,138.11,2025-01-10 17:00:00+01:00
2025-01-10 17:00:00+00:00,-0.9,27.6,0.0,135.91,2025-01-10 18:00:00+01:00
2025-01-10 18:00:00+00:00,-0.8,27.9,0.0,96.0,2025-01-10 19:00:00+01:00
2025-01-10 19:00:00+00:00,-0.7,28.7,0.0,54.98,2025-01-10 20:00:00+01:00
2025-01-10 20:00:00+00:00,-0.5,29.3,0.0,45.89,2025-01-10 21:00:00+01:00
2025-01-10 21:00:00+00:00,-0.7,31.4,0.0,40.19,2025-01-10 22:00:00+01:00
2025-01-10 22:00:00+00:00,-0.7,32.5,0.0,33.06,2025-01-10 23:00:00+01:00
2025-01-10 23:00:00+00:00,-0.7,32.8,0.0,27.83,2025-01-11 00:00:00+01:00
2025-01-11 00:00:00+00:00,-0.6,32.6,0.1,21.82,2025-01-11 01:00:00+01:00
2025-01-11 01:00:00+00:00,-0.6,30.5,0.0,17.58,2025-01-11 02:00:00+01:00
2025-01-11 02:00:00+00:00,-0.8,29.8,0.0,10.01,2025-01-11 03:00:00+01:00
2025-01-11 03:00:00+00:00,-0.8,28.8,0.0,17.55,2025-01-11 04:00:00+01:00
2025-01-11 04:00:00+00:00,-0.8,29.1,0.0,24.92,2025-01-11 05:00:00+01:00
2025-01-11 05:00:00+00:00,-1.1,29.5,0.0,27.2,2025-01-11 06:00:00+01:00
2025-01-11 06:00:00+00:00,-1.3,28.5,0.0,35.13,2025-01-11 07:00:00+01:00
2025-01-11 07:00:00+00:00,-1.3,26.8,0.1,38.48,2025-01-11 08:00:00+01:00
2025-01-11 08:00:00+00:00,-1.4,26.8,0.0,40.53,2025-01-11 09:00:00+01:00
2025-01-11 09:00:00+00:00,-1.9,27.1,0.0,41.93,2025-01-11 10:00:00+01:00
2025-01-11 10:00:00+00:00,-2.2,23.0,0.0,42.02,2025-01-11 11:00:00+01:00
2025-01-11 11:00:00+00:00,-2.2,20.2,0.0,41.5,2025-01-11 12:00:00+01:00
2025-01-11 12:00:00+00:00,-2.2,18.4,0.0,43.55,2025-01-11 13:00:00+01:00
2025-01-11 13:00:00+00:00,-1.3,26.7,0.0,43.46,2025-01-11 14:00:00+01:00
2025-01-11 14:00:00+00:00,-1.3,26.9,0.0,44.05,2025-01-11 15:00:00+01:00
2025-01-11 15:00:00+00:00,-1.7,27.2,0.0,46.55,2025-01-11 16:00:00+01:00
2025-01-11 16:00:00+00:00,-2.1,26.5,0.0,50.11,2025-01-11 17:00:00+01:00
2025-01-11 17:00:00+00:00,-2.3,24.7,0.0,46.91,2025-01-11 18:00:00+01:00
2025-01-11 18:00:00+00:00,-2.5,22.9,0.0,44.33,2025-01-11 19:00:00+01:00
2025-01-11 19:00:00+00:00,-2.1,22.5,0.0,42.33,2025-01-11 20:00:00+01:00
2025-01-11 20:00:00+00:00,-1.2,22.7,0.0,42.51,2025-01-11 21:00:00+01:00
2025-01-11 21:00:00+00:00,-1.6,22.7,0.0,40.54,2025-01-11 22:00:00+01:00
2025-01-11 22:00:00+00:00,-1.6,23.0,0.0,35.25,2025-01-11 23:00:00+01:00
2025-01-11 23:00:00+00:00,-1.8,22.0,0.0,30.92,2025-01-12 00:00:00+01:00
2025-01-12 00:00:00+00:00,-2.0,22.0,0.0,26.15,2025-01-12 01:00:00+01:00
2025-01-12 01:00:00+00:00,-1.2,23.0,0.0,25.15,2025-01-12 02:00:00+01:00
2025-01-12 02:00:00+00:00,-1.4,22.5,0.0,30.35,2025-01-12 03:00:00+01:00
2025-01-12 03:00:00+00:00,-1.4,22.3,0.0,34.24,2025-01-12 04:00:00+01:00
2025-01-12 04:00:00+00:00,-1.5,21.1,0.0,35.35,2025-01-12 05:00:00+01:00
2025-01-12 05:00:00+00:00,-2.4,19.8,0.0,35.89,2025-01-12 06:00:00+01:00
2025-01-12 06:00:00+00:00,-2.8,18.7,0.0,36.47,2025-01-12 07:00:00+01:00
2025-01-12 07:00:00+00:00,-3.3,17.3,0.0,39.26,2025-01-12 08:00:00+01:00
2025-01-12 08:00:00+00:00,-3.8,15.2,0.0,53.54,2025-01-12 09:00:00+01:00
2025-01-12 09:00:00+00:00,-4.1,13.7,0.0,69.44,2025-01-12 10:00:00+01:00
